,Price,Reservation date,Room type,Hotel name
2462,161.0,2023-03-22,Studio,Hotel D
2463,27.0,2023-03-22,Large dorm,Hostel B
2464,37.5,2023-03-21,Female dorm,Hostel A
2465,21.6,2023-03-21,,Hotel C
2466,25.1,2023-03-21,Single room,Hotel C
2467,36.9,2023-03-21,Single room,
2468,318.0,2023-03-21,Luxury suite,Hotel B
2469,298.0,2023-03-21,Family room,Hotel B
2470,27.0,2023-03-21,Large dorm,Hostel B
2471,34.0,2023-03-21,Male dorm,Hostel A
2472,161.0,2023-03-21,Studio,Hotel D
2473,29.3,2023-03-21,Twin room,
2474,31.8,2023-03-21,,
2475,19.9,2023-03-21,Twin room,Hotel C
2476,35.59,2023-03-20,Male dorm,Hostel A
2477,27.0,2023-03-20,,Hotel C
2478,31.3,2023-03-20,Single room,Hotel C
2479,35.5,2023-03-20,Single room,
2480,39.49,2023-03-20,Female dorm,Hostel A
2481,24.8,2023-03-20,Twin room,Hotel C
2482,30.6,2023-03-20,,
2483,161.0,2023-03-20,Studio,Hotel D
2484,283.0,2023-03-20,Luxury suite,Hotel B
2485,28.2,2023-03-20,Twin room,
2486,27.0,2023-03-20,Large dorm,Hostel B
2487,263.0,2023-03-20,Family room,Hotel B
2488,35.5,2023-03-19,Single room,
2489,217.0,2023-03-19,Family room,Hotel B
2490,30.6,2023-03-19,,
2491,31.3,2023-03-19,Single room,Hotel C
2492,27.0,2023-03-19,,Hotel C
2493,160.0,2023-03-19,Studio,Hotel D
2494,38.91,2023-03-19,Male dorm,Hostel A
2495,28.2,2023-03-19,Twin room,
2496,27.0,2023-03-19,Large dorm,Hostel B
2497,24.8,2023-03-19,Twin room,Hotel C
2498,43.64,2023-03-19,Female dorm,Hostel A
2499,237.0,2023-03-19,Luxury suite,Hotel B
2500,24.6,2023-03-18,,Hotel C
2501,22.6,2023-03-18,Twin room,Hotel C
2502,28.5,2023-03-18,Single room,Hotel C
2503,34.3,2023-03-18,,
2504,329.0,2023-03-18,Luxury suite,Hotel B
2505,190.0,2023-03-18,Studio,Hotel D
2506,55.0,2023-03-18,Female dorm,Hostel A
2507,31.6,2023-03-18,Twin room,
2508,309.0,2023-03-18,Family room,Hotel B
2509,48.0,2023-03-18,Male dorm,Hostel A
2510,39.8,2023-03-18,Single room,
2511,36.0,2023-03-18,Large dorm,Hostel B
2512,52.5,2023-03-17,Female dorm,Hostel A
2513,190.0,2023-03-17,Studio,Hotel D
2514,31.6,2023-03-17,Twin room,
2515,36.0,2023-03-17,Large dorm,Hostel B
2516,46.0,2023-03-17,Male dorm,Hostel A
2517,34.3,2023-03-17,,
2518,22.6,2023-03-17,Twin room,Hotel C
2519,28.5,2023-03-17,Single room,Hotel C
2520,263.0,2023-03-17,Family room,Hotel B
2521,39.8,2023-03-17,Single room,
2522,24.6,2023-03-17,,Hotel C
2523,283.0,2023-03-17,Luxury suite,Hotel B
2524,263.0,2023-03-16,Family room,Hotel B
2525,36.8,2023-03-16,Single room,
2526,29.0,2023-03-16,Large dorm,Hostel B
2527,31.7,2023-03-16,,
2528,283.0,2023-03-16,Luxury suite,Hotel B
2529,34.0,2023-03-16,Male dorm,Hostel A
2530,21.3,2023-03-16,Twin room,Hotel C
2531,23.1,2023-03-16,,Hotel C
2532,26.8,2023-03-16,Single room,Hotel C
2533,37.5,2023-03-16,Female dorm,Hostel A
2534,29.2,2023-03-16,Twin room,
2535,161.0,2023-03-16,Studio,Hotel D
2536,161.0,2023-03-15,Studio,Hotel D
2537,25.1,2023-03-15,Single room,Hotel C
2538,275.0,2023-03-15,Family room,Hotel B
2539,26.8,2023-03-15,Twin room,
2540,34.0,2023-03-15,Male dorm,Hostel A
2541,37.5,2023-03-15,Female dorm,Hostel A
2542,295.0,2023-03-15,Luxury suite,Hotel B
2543,33.8,2023-03-15,Single room,
2544,19.9,2023-03-15,Twin room,Hotel C
2545,21.6,2023-03-15,,Hotel C
2546,27.0,2023-03-15,Large dorm,Hostel B
2547,29.1,2023-03-15,,
2548,161.0,2023-03-14,Studio,Hotel D
2549,286.0,2023-03-14,Family room,Hotel B
2550,29.1,2023-03-14,Twin room,
2551,19.9,2023-03-14,Twin room,Hotel C
2552,37.5,2023-03-14,Female dorm,Hostel A
2553,306.0,2023-03-14,Luxury suite,Hotel B
2554,31.6,2023-03-14,,
2555,21.6,2023-03-14,,Hotel C
2556,25.1,2023-03-14,Single room,Hotel C
2557,27.0,2023-03-14,Large dorm,Hostel B
2558,34.0,2023-03-14,Male dorm,Hostel A
2559,36.7,2023-03-14,Single room,
2560,162.0,2023-03-13,Studio,Hotel D
2561,30.4,2023-03-13,Twin room,
2562,34.0,2023-03-13,Male dorm,Hostel A
2563,27.0,2023-03-13,Large dorm,Hostel B
2564,33.0,2023-03-13,,
2565,263.0,2023-03-13,Family room,Hotel B
2566,24.8,2023-03-13,Twin room,Hotel C
2567,27.0,2023-03-13,,Hotel C
2568,31.3,2023-03-13,Single room,Hotel C
2569,37.5,2023-03-13,Female dorm,Hostel A
2570,38.3,2023-03-13,Single room,
2571,283.0,2023-03-13,Luxury suite,Hotel B
2572,29.3,2023-03-12,Twin room,
2573,24.8,2023-03-12,Twin room,Hotel C
2574,36.9,2023-03-12,Single room,
2575,229.0,2023-03-12,Family room,Hotel B
2576,39.0,2023-03-12,Male dorm,Hostel A
2577,31.8,2023-03-12,,
2578,31.3,2023-03-12,Single room,Hotel C
2579,27.0,2023-03-12,,Hotel C
2580,27.0,2023-03-12,Large dorm,Hostel B
2581,43.75,2023-03-12,Female dorm,Hostel A
2582,162.0,2023-03-12,Studio,Hotel D
2583,249.0,2023-03-12,Luxury suite,Hotel B
2584,318.0,2023-03-11,Luxury suite,Hotel B
2585,192.0,2023-03-11,Studio,Hotel D
2586,49.0,2023-03-11,Male dorm,Hostel A
2587,22.6,2023-03-11,Twin room,Hotel C
2588,36.5,2023-03-11,,
2589,42.3,2023-03-11,Single room,
2590,41.0,2023-03-11,Large dorm,Hostel B
2591,28.5,2023-03-11,Single room,Hotel C
2592,24.6,2023-03-11,,Hotel C
2593,33.6,2023-03-11,Twin room,
2594,56.25,2023-03-11,Female dorm,Hostel A
2595,298.0,2023-03-11,Family room,Hotel B
2596,33.7,2023-03-10,Twin room,
2597,190.0,2023-03-10,Studio,Hotel D
2598,36.2,2023-03-10,Single room,Hotel C
2599,31.2,2023-03-10,,Hotel C
2600,263.0,2023-03-10,Family room,Hotel B
2601,42.0,2023-03-10,Male dorm,Hostel A
2602,28.7,2023-03-10,Twin room,Hotel C
2603,36.6,2023-03-10,,
2604,283.0,2023-03-10,Luxury suite,Hotel B
2605,41.0,2023-03-10,Large dorm,Hostel B
2606,47.5,2023-03-10,Female dorm,Hostel A
2607,42.5,2023-03-10,Single room,
2608,24.7,2023-03-09,Twin room,Hotel C
2609,26.9,2023-03-09,,Hotel C
2610,263.0,2023-03-09,Family room,Hotel B
2611,31.6,2023-03-09,Twin room,
2612,39.9,2023-03-09,Single room,
2613,37.5,2023-03-09,Female dorm,Hostel A
2614,34.4,2023-03-09,,
2615,31.2,2023-03-09,Single room,Hotel C
2616,34.0,2023-03-09,Male dorm,Hostel A
2617,28.6,2023-03-09,Large dorm,Hostel B
2618,283.0,2023-03-09,Luxury suite,Hotel B
2619,158.0,2023-03-09,Studio,Hotel D
2620,27.0,2023-03-08,Large dorm,Hostel B
2621,26.8,2023-03-08,Twin room,
2622,29.1,2023-03-08,Single room,Hotel C
2623,23.1,2023-03-08,Twin room,Hotel C
2624,29.1,2023-03-08,,
2625,37.5,2023-03-08,Female dorm,Hostel A
2626,33.8,2023-03-08,Single room,
2627,263.0,2023-03-08,Family room,Hotel B
2628,156.0,2023-03-08,Studio,Hotel D
2629,283.0,2023-03-08,Luxury suite,Hotel B
2630,25.1,2023-03-08,,Hotel C
2631,34.0,2023-03-08,Male dorm,Hostel A
2632,26.8,2023-03-07,Twin room,
2633,156.0,2023-03-07,Studio,Hotel D
2634,29.1,2023-03-07,,
2635,39.6,2023-03-07,Female dorm,Hostel A
2636,23.1,2023-03-07,Twin room,Hotel C
2637,263.0,2023-03-07,Family room,Hotel B
2638,33.8,2023-03-07,Single room,
2639,283.0,2023-03-07,Luxury suite,Hotel B
2640,27.0,2023-03-07,Large dorm,Hostel B
2641,29.1,2023-03-07,Single room,Hotel C
2642,35.68,2023-03-07,Male dorm,Hostel A
2643,25.1,2023-03-07,,Hotel C
2644,156.0,2023-03-06,Studio,Hotel D
2645,30.8,2023-03-06,,
2646,263.0,2023-03-06,Family room,Hotel B
2647,35.7,2023-03-06,Single room,
2648,35.97,2023-03-06,Male dorm,Hostel A
2649,39.96,2023-03-06,Female dorm,Hostel A
2650,24.2,2023-03-06,,Hotel C
2651,27.0,2023-03-06,Large dorm,Hostel B
2652,28.1,2023-03-06,Single room,Hotel C
2653,28.3,2023-03-06,Twin room,
2654,22.3,2023-03-06,Twin room,Hotel C
2655,283.0,2023-03-06,Luxury suite,Hotel B
2656,27.0,2023-03-05,Large dorm,Hostel B
2657,30.4,2023-03-05,,
2658,237.0,2023-03-05,Luxury suite,Hotel B
2659,28.1,2023-03-05,Single room,Hotel C
2660,39.75,2023-03-05,Female dorm,Hostel A
2661,24.2,2023-03-05,,Hotel C
2662,156.0,2023-03-05,Studio,Hotel D
2663,28.0,2023-03-05,Twin room,
2664,22.3,2023-03-05,Twin room,Hotel C
2665,35.3,2023-03-05,Single room,
2666,217.0,2023-03-05,Family room,Hotel B
2667,35.8,2023-03-05,Male dorm,Hostel A
2668,35.0,2023-03-04,,
2669,40.6,2023-03-04,Single room,
2670,46.0,2023-03-04,Male dorm,Hostel A
2671,21.9,2023-03-04,,Hotel C
2672,20.1,2023-03-04,Twin room,Hotel C
2673,298.0,2023-03-04,Family room,Hotel B
2674,185.0,2023-03-04,Studio,Hotel D
2675,36.0,2023-03-04,Large dorm,Hostel B
2676,32.2,2023-03-04,Twin room,
2677,318.0,2023-03-04,Luxury suite,Hotel B
2678,52.5,2023-03-04,Female dorm,Hostel A
2679,25.4,2023-03-04,Single room,Hotel C
2680,39.8,2023-03-03,Single room,
2681,185.0,2023-03-03,Studio,Hotel D
2682,20.1,2023-03-03,Twin room,Hotel C
2683,21.9,2023-03-03,,Hotel C
2684,36.0,2023-03-03,Large dorm,Hostel B
2685,34.3,2023-03-03,,
2686,25.4,2023-03-03,Single room,Hotel C
2687,283.0,2023-03-03,Luxury suite,Hotel B
2688,42.0,2023-03-03,Male dorm,Hostel A
2689,31.6,2023-03-03,Twin room,
2690,47.5,2023-03-03,Female dorm,Hostel A
2691,263.0,2023-03-03,Family room,Hotel B
2692,37.5,2023-03-02,Female dorm,Hostel A
2693,40.3,2023-03-02,Single room,
2694,34.7,2023-03-02,,
2695,283.0,2023-03-02,Luxury suite,Hotel B
2696,20.5,2023-03-02,,Hotel C
2697,18.9,2023-03-02,Twin room,Hotel C
2698,34.0,2023-03-02,Male dorm,Hostel A
2699,263.0,2023-03-02,Family room,Hotel B
2700,31.9,2023-03-02,Twin room,
2701,28.6,2023-03-02,Large dorm,Hostel B
2702,156.0,2023-03-02,Studio,Hotel D
2703,23.8,2023-03-02,Single room,Hotel C
2704,31.68,2023-03-01,Male dorm,Hostel A
2705,263.0,2023-03-01,Family room,Hotel B
2706,31.8,2023-03-01,,
2707,36.9,2023-03-01,Single room,
2708,17.6,2023-03-01,Twin room,Hotel C
2709,22.2,2023-03-01,Single room,Hotel C
2710,29.3,2023-03-01,Twin room,
2711,27.0,2023-03-01,Large dorm,Hostel B
2712,156.0,2023-03-01,Studio,Hotel D
2713,34.6,2023-03-01,Female dorm,Hostel A
2714,19.1,2023-03-01,,Hotel C
2715,283.0,2023-03-01,Luxury suite,Hotel B
2716,22.0,2023-02-28,Large dorm,Hostel B
2717,30.0,2023-02-28,Male dorm,Hostel A
2718,32.5,2023-02-28,Female dorm,Hostel A
2719,22.2,2023-02-28,Single room,Hotel C
2720,302.0,2023-02-28,Family room,Hotel B
2721,19.1,2023-02-28,,Hotel C
2722,156.0,2023-02-28,Studio,Hotel D
2723,17.6,2023-02-28,Twin room,Hotel C
2724,30.1,2023-02-28,,
2725,322.0,2023-02-28,Luxury suite,Hotel B
2726,34.9,2023-02-28,Single room,
2727,27.7,2023-02-28,Twin room,
2728,302.0,2023-02-27,Family room,Hotel B
2729,27.0,2023-02-27,Twin room,
2730,32.5,2023-02-27,Female dorm,Hostel A
2731,18.4,2023-02-27,,Hotel C
2732,22.0,2023-02-27,Large dorm,Hostel B
2733,156.0,2023-02-27,Studio,Hotel D
2734,21.3,2023-02-27,Single room,Hotel C
2735,16.9,2023-02-27,Twin room,Hotel C
2736,29.3,2023-02-27,,
2737,322.0,2023-02-27,Luxury suite,Hotel B
2738,30.0,2023-02-27,Male dorm,Hostel A
2739,34.0,2023-02-27,Single room,
2740,32.5,2023-02-26,Female dorm,Hostel A
2741,21.3,2023-02-26,Single room,Hotel C
2742,22.0,2023-02-26,Large dorm,Hostel B
2743,33.3,2023-02-26,Single room,
2744,26.4,2023-02-26,Twin room,
2745,28.7,2023-02-26,,
2746,302.0,2023-02-26,Family room,Hotel B
2747,322.0,2023-02-26,Luxury suite,Hotel B
2748,156.0,2023-02-26,Studio,Hotel D
2749,16.9,2023-02-26,Twin room,Hotel C
2750,30.0,2023-02-26,Male dorm,Hostel A
2751,18.4,2023-02-26,,Hotel C
2752,25.4,2023-02-25,Single room,Hotel C
2753,29.7,2023-02-25,Twin room,
2754,21.9,2023-02-25,,Hotel C
2755,37.5,2023-02-25,Single room,
2756,20.1,2023-02-25,Twin room,Hotel C
2757,322.0,2023-02-25,Luxury suite,Hotel B
2758,55.0,2023-02-25,Female dorm,Hostel A
2759,185.0,2023-02-25,Studio,Hotel D
2760,302.0,2023-02-25,Family room,Hotel B
2761,48.0,2023-02-25,Male dorm,Hostel A
2762,32.3,2023-02-25,,
2763,33.0,2023-02-25,Large dorm,Hostel B
2764,302.0,2023-02-24,Family room,Hotel B
2765,37.5,2023-02-24,Single room,
2766,322.0,2023-02-24,Luxury suite,Hotel B
2767,21.9,2023-02-24,,Hotel C
2768,40.0,2023-02-24,Female dorm,Hostel A
2769,25.4,2023-02-24,Single room,Hotel C
2770,20.1,2023-02-24,Twin room,Hotel C
2771,33.0,2023-02-24,Large dorm,Hostel B
2772,186.0,2023-02-24,Studio,Hotel D
2773,32.3,2023-02-24,,
2774,29.7,2023-02-24,Twin room,
2775,36.0,2023-02-24,Male dorm,Hostel A
2776,26.0,2023-02-23,Large dorm,Hostel B
2777,27.5,2023-02-23,Twin room,
2778,20.5,2023-02-23,,Hotel C
2779,18.9,2023-02-23,Twin room,Hotel C
2780,29.9,2023-02-23,,
2781,157.0,2023-02-23,Studio,Hotel D
2782,23.8,2023-02-23,Single room,Hotel C
2783,32.5,2023-02-23,Female dorm,Hostel A
2784,322.0,2023-02-23,Luxury suite,Hotel B
2785,302.0,2023-02-23,Family room,Hotel B
2786,30.0,2023-02-23,Male dorm,Hostel A
2787,34.7,2023-02-23,Single room,
2788,25.2,2023-02-22,Twin room,
2789,25.0,2023-02-22,Large dorm,Hostel B
2790,322.0,2023-02-22,Luxury suite,Hotel B
2791,17.6,2023-02-22,Twin room,Hotel C
2792,32.5,2023-02-22,Female dorm,Hostel A
2793,19.1,2023-02-22,,Hotel C
2794,22.2,2023-02-22,Single room,Hotel C
2795,30.0,2023-02-22,Male dorm,Hostel A
2796,27.4,2023-02-22,,
2797,156.0,2023-02-22,Studio,Hotel D
2798,31.8,2023-02-22,Single room,
2799,302.0,2023-02-22,Family room,Hotel B
2800,31.8,2023-02-21,Single room,
2801,19.1,2023-02-21,,Hotel C
2802,25.2,2023-02-21,Twin room,
2803,17.6,2023-02-21,Twin room,Hotel C
2804,22.2,2023-02-21,Single room,Hotel C
2805,156.0,2023-02-21,Studio,Hotel D
2806,302.0,2023-02-21,Family room,Hotel B
2807,30.0,2023-02-21,Male dorm,Hostel A
2808,27.4,2023-02-21,,
2809,32.5,2023-02-21,Female dorm,Hostel A
2810,322.0,2023-02-21,Luxury suite,Hotel B
2811,22.0,2023-02-21,Large dorm,Hostel B
2812,33.9,2023-02-20,Single room,
2813,302.0,2023-02-20,Family room,Hotel B
2814,36.25,2023-02-20,Female dorm,Hostel A
2815,26.9,2023-02-20,Twin room,
2816,22.0,2023-02-20,Large dorm,Hostel B
2817,156.0,2023-02-20,Studio,Hotel D
2818,16.9,2023-02-20,Twin room,Hotel C
2819,322.0,2023-02-20,Luxury suite,Hotel B
2820,29.2,2023-02-20,,
2821,21.3,2023-02-20,Single room,Hotel C
2822,18.4,2023-02-20,,Hotel C
2823,33.0,2023-02-20,Male dorm,Hostel A
2824,302.0,2023-02-19,Family room,Hotel B
2825,33.4,2023-02-19,Single room,
2826,26.5,2023-02-19,Twin room,
2827,16.9,2023-02-19,Twin room,Hotel C
2828,22.0,2023-02-19,Large dorm,Hostel B
2829,33.75,2023-02-19,Female dorm,Hostel A
2830,21.3,2023-02-19,Single room,Hotel C
2831,156.0,2023-02-19,Studio,Hotel D
2832,322.0,2023-02-19,Luxury suite,Hotel B
2833,18.4,2023-02-19,,Hotel C
2834,28.8,2023-02-19,,
2835,31.0,2023-02-19,Male dorm,Hostel A
2836,302.0,2023-02-18,Family room,Hotel B
2837,322.0,2023-02-18,Luxury suite,Hotel B
2838,32.3,2023-02-18,,
2839,29.7,2023-02-18,Twin room,
2840,46.0,2023-02-18,Male dorm,Hostel A
2841,184.0,2023-02-18,Studio,Hotel D
2842,37.5,2023-02-18,Single room,
2843,33.0,2023-02-18,Large dorm,Hostel B
2844,25.4,2023-02-18,Single room,Hotel C
2845,20.1,2023-02-18,Twin room,Hotel C
2846,52.5,2023-02-18,Female dorm,Hostel A
2847,21.9,2023-02-18,,Hotel C
2848,46.0,2023-02-17,Male dorm,Hostel A
2849,52.5,2023-02-17,Female dorm,Hostel A
2850,302.0,2023-02-17,Family room,Hotel B
2851,21.9,2023-02-17,,Hotel C
2852,33.0,2023-02-17,Large dorm,Hostel B
2853,33.3,2023-02-17,,
2854,38.6,2023-02-17,Single room,
2855,30.6,2023-02-17,Twin room,
2856,25.4,2023-02-17,Single room,Hotel C
2857,184.0,2023-02-17,Studio,Hotel D
2858,322.0,2023-02-17,Luxury suite,Hotel B
2859,20.1,2023-02-17,Twin room,Hotel C
2860,322.0,2023-02-16,Luxury suite,Hotel B
2861,30.8,2023-02-16,,
2862,23.8,2023-02-16,Single room,Hotel C
2863,26.0,2023-02-16,Large dorm,Hostel B
2864,28.3,2023-02-16,Twin room,
2865,20.5,2023-02-16,,Hotel C
2866,302.0,2023-02-16,Family room,Hotel B
2867,35.7,2023-02-16,Single room,
2868,47.5,2023-02-16,Female dorm,Hostel A
2869,42.0,2023-02-16,Male dorm,Hostel A
2870,155.0,2023-02-16,Studio,Hotel D
2871,18.9,2023-02-16,Twin room,Hotel C
2872,22.2,2023-02-15,Single room,Hotel C
2873,31.8,2023-02-15,Single room,
2874,27.4,2023-02-15,,
2875,25.2,2023-02-15,Twin room,
2876,155.0,2023-02-15,Studio,Hotel D
2877,25.0,2023-02-15,Large dorm,Hostel B
2878,322.0,2023-02-15,Luxury suite,Hotel B
2879,42.0,2023-02-15,Male dorm,Hostel A
2880,19.1,2023-02-15,,Hotel C
2881,47.5,2023-02-15,Female dorm,Hostel A
2882,17.6,2023-02-15,Twin room,Hotel C
2883,302.0,2023-02-15,Family room,Hotel B
2884,25.2,2023-02-14,Twin room,
2885,302.0,2023-02-14,Family room,Hotel B
2886,35.0,2023-02-14,Female dorm,Hostel A
2887,22.0,2023-02-14,Large dorm,Hostel B
2888,153.0,2023-02-14,Studio,Hotel D
2889,322.0,2023-02-14,Luxury suite,Hotel B
2890,22.2,2023-02-14,Single room,Hotel C
2891,19.1,2023-02-14,,Hotel C
2892,17.6,2023-02-14,Twin room,Hotel C
2893,27.4,2023-02-14,,
2894,31.8,2023-02-14,Single room,
2895,32.0,2023-02-14,Male dorm,Hostel A
2896,35.0,2023-02-13,Female dorm,Hostel A
2897,152.0,2023-02-13,Studio,Hotel D
2898,302.0,2023-02-13,Family room,Hotel B
2899,21.3,2023-02-13,Single room,Hotel C
2900,18.4,2023-02-13,,Hotel C
2901,32.0,2023-02-13,Male dorm,Hostel A
2902,28.6,2023-02-13,,
2903,33.2,2023-02-13,Single room,
2904,322.0,2023-02-13,Luxury suite,Hotel B
2905,16.9,2023-02-13,Twin room,Hotel C
2906,26.3,2023-02-13,Twin room,
2907,22.0,2023-02-13,Large dorm,Hostel B
2908,18.4,2023-02-12,,Hotel C
2909,16.9,2023-02-12,Twin room,Hotel C
2910,33.2,2023-02-12,Single room,
2911,26.3,2023-02-12,Twin room,
2912,22.0,2023-02-12,Large dorm,Hostel B
2913,152.0,2023-02-12,Studio,Hotel D
2914,28.6,2023-02-12,,
2915,30.0,2023-02-12,Male dorm,Hostel A
2916,32.5,2023-02-12,Female dorm,Hostel A
2917,322.0,2023-02-12,Luxury suite,Hotel B
2918,302.0,2023-02-12,Family room,Hotel B
2919,21.3,2023-02-12,Single room,Hotel C
2920,36.9,2023-02-11,Large dorm,Hostel B
2921,322.0,2023-02-11,Luxury suite,Hotel B
2922,20.1,2023-02-11,Twin room,Hotel C
2923,25.4,2023-02-11,Single room,Hotel C
2924,53.0,2023-02-11,Male dorm,Hostel A
2925,29.7,2023-02-11,Twin room,
2926,32.3,2023-02-11,,
2927,302.0,2023-02-11,Family room,Hotel B
2928,61.25,2023-02-11,Female dorm,Hostel A
2929,181.0,2023-02-11,Studio,Hotel D
2930,37.5,2023-02-11,Single room,
2931,21.9,2023-02-11,,Hotel C
2932,322.0,2023-02-10,Luxury suite,Hotel B
2933,37.5,2023-02-10,Single room,
2934,177.0,2023-02-10,Studio,Hotel D
2935,40.0,2023-02-10,Large dorm,Hostel B
2936,302.0,2023-02-10,Family room,Hotel B
2937,20.1,2023-02-10,Twin room,Hotel C
2938,32.3,2023-02-10,,
2939,43.0,2023-02-10,Male dorm,Hostel A
2940,21.9,2023-02-10,,Hotel C
2941,25.4,2023-02-10,Single room,Hotel C
2942,29.7,2023-02-10,Twin room,
2943,48.75,2023-02-10,Female dorm,Hostel A
2944,30.0,2023-02-09,Male dorm,Hostel A
2945,23.8,2023-02-09,Single room,Hotel C
2946,322.0,2023-02-09,Luxury suite,Hotel B
2947,27.5,2023-02-09,Twin room,
2948,29.9,2023-02-09,,
2949,32.5,2023-02-09,Female dorm,Hostel A
2950,25.5,2023-02-09,Large dorm,Hostel B
2951,18.9,2023-02-09,Twin room,Hotel C
2952,130.0,2023-02-09,Studio,Hotel D
2953,302.0,2023-02-09,Family room,Hotel B
2954,20.5,2023-02-09,,Hotel C
2955,34.7,2023-02-09,Single room,
2956,17.6,2023-02-08,Twin room,Hotel C
2957,25.2,2023-02-08,Twin room,
2958,22.2,2023-02-08,Single room,Hotel C
2959,32.5,2023-02-08,Female dorm,Hostel A
2960,301.0,2023-02-08,Family room,Hotel B
2961,30.0,2023-02-08,Male dorm,Hostel A
2962,27.4,2023-02-08,,
2963,31.8,2023-02-08,Single room,
2964,130.0,2023-02-08,Studio,Hotel D
2965,25.0,2023-02-08,Large dorm,Hostel B
2966,19.1,2023-02-08,,Hotel C
2967,321.0,2023-02-08,Luxury suite,Hotel B
2968,30.0,2023-02-07,Male dorm,Hostel A
2969,19.1,2023-02-07,,Hotel C
2970,21.6,2023-02-07,Large dorm,Hostel B
2971,321.0,2023-02-07,Luxury suite,Hotel B
2972,32.5,2023-02-07,Female dorm,Hostel A
2973,301.0,2023-02-07,Family room,Hotel B
2974,31.8,2023-02-07,Single room,
2975,130.0,2023-02-07,Studio,Hotel D
2976,25.2,2023-02-07,Twin room,
2977,17.6,2023-02-07,Twin room,Hotel C
2978,27.4,2023-02-07,,
2979,22.2,2023-02-07,Single room,Hotel C
2980,130.0,2023-02-06,Studio,Hotel D
2981,30.0,2023-02-06,Male dorm,Hostel A
2982,21.6,2023-02-06,Large dorm,Hostel B
2983,21.3,2023-02-06,Single room,Hotel C
2984,29.0,2023-02-06,,
2985,26.7,2023-02-06,Twin room,
2986,16.9,2023-02-06,Twin room,Hotel C
2987,302.0,2023-02-06,Family room,Hotel B
2988,18.4,2023-02-06,,Hotel C
2989,33.6,2023-02-06,Single room,
2990,32.5,2023-02-06,Female dorm,Hostel A
2991,322.0,2023-02-06,Luxury suite,Hotel B
2992,301.0,2023-02-05,Family room,Hotel B
2993,130.0,2023-02-05,Studio,Hotel D
2994,18.4,2023-02-05,,Hotel C
2995,28.8,2023-02-05,,
2996,16.9,2023-02-05,Twin room,Hotel C
2997,21.5,2023-02-05,Large dorm,Hostel B
2998,321.0,2023-02-05,Luxury suite,Hotel B
2999,32.5,2023-02-05,Female dorm,Hostel A
3000,33.4,2023-02-05,Single room,
3001,30.0,2023-02-05,Male dorm,Hostel A
3002,21.3,2023-02-05,Single room,Hotel C
3003,26.5,2023-02-05,Twin room,
3004,53.0,2023-02-04,Male dorm,Hostel A
3005,32.3,2023-02-04,,
3006,302.0,2023-02-04,Family room,Hotel B
3007,21.9,2023-02-04,,Hotel C
3008,40.0,2023-02-04,Large dorm,Hostel B
3009,29.7,2023-02-04,Twin room,
3010,322.0,2023-02-04,Luxury suite,Hotel B
3011,25.4,2023-02-04,Single room,Hotel C
3012,37.5,2023-02-04,Single room,
3013,61.25,2023-02-04,Female dorm,Hostel A
3014,180.0,2023-02-04,Studio,Hotel D
3015,20.1,2023-02-04,Twin room,Hotel C
3016,180.0,2023-02-03,Studio,Hotel D
3017,36.0,2023-02-03,Male dorm,Hostel A
3018,37.5,2023-02-03,Single room,
3019,21.9,2023-02-03,,Hotel C
3020,40.0,2023-02-03,Female dorm,Hostel A
3021,20.1,2023-02-03,Twin room,Hotel C
3022,40.0,2023-02-03,Large dorm,Hostel B
3023,301.0,2023-02-03,Family room,Hotel B
3024,321.0,2023-02-03,Luxury suite,Hotel B
3025,25.4,2023-02-03,Single room,Hotel C
3026,29.7,2023-02-03,Twin room,
3027,32.3,2023-02-03,,
3028,32.5,2023-02-02,Female dorm,Hostel A
3029,25.7,2023-02-02,Large dorm,Hostel B
3030,34.7,2023-02-02,Single room,
3031,130.0,2023-02-02,Studio,Hotel D
3032,18.9,2023-02-02,Twin room,Hotel C
3033,300.0,2023-02-02,Family room,Hotel B
3034,29.9,2023-02-02,,
3035,20.5,2023-02-02,,Hotel C
3036,23.8,2023-02-02,Single room,Hotel C
3037,320.0,2023-02-02,Luxury suite,Hotel B
3038,27.5,2023-02-02,Twin room,
3039,30.0,2023-02-02,Male dorm,Hostel A
3040,32.5,2023-02-01,Female dorm,Hostel A
3041,25.2,2023-02-01,Twin room,
3042,17.6,2023-02-01,Twin room,Hotel C
3043,31.8,2023-02-01,Single room,
3044,27.4,2023-02-01,,
3045,320.0,2023-02-01,Luxury suite,Hotel B
3046,19.1,2023-02-01,,Hotel C
3047,30.0,2023-02-01,Male dorm,Hostel A
3048,300.0,2023-02-01,Family room,Hotel B
3049,130.0,2023-02-01,Studio,Hotel D
3050,25.0,2023-02-01,Large dorm,Hostel B
3051,22.2,2023-02-01,Single room,Hotel C
3052,31.8,2023-01-31,Single room,
3053,17.6,2023-01-31,Twin room,Hotel C
3054,276.0,2023-01-31,Family room,Hotel B
3055,25.2,2023-01-31,Twin room,
3056,22.2,2023-01-31,Single room,Hotel C
3057,32.5,2023-01-31,Female dorm,Hostel A
3058,23.0,2023-01-31,Large dorm,Hostel B
3059,30.0,2023-01-31,Male dorm,Hostel A
3060,130.0,2023-01-31,Studio,Hotel D
3061,19.1,2023-01-31,,Hotel C
3062,27.4,2023-01-31,,
3063,296.0,2023-01-31,Luxury suite,Hotel B
3064,21.3,2023-01-30,Single room,Hotel C
