UID,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Target,Failure Type,Timestamp,later_date,Error,Heat Dissipation Failure,No Failure,Overstrain Failure,Power Failure,Random Failures,Tool Wear Failure,rpm_null
L47405,298.3,308.5,1362.0,53.8,164,0,No Failure,2001-12-10 09:00:00,False,0,0,1,0,0,0,0,False
L47406,298.3,308.4,1329.0,49.2,166,0,No Failure,2001-12-10 10:00:00,False,0,0,1,0,0,0,0,False
L47407,298.3,308.5,1539.0,36.1,168,0,No Failure,2001-12-10 11:00:00,False,0,0,1,0,0,0,0,False
M15088,298.3,308.5,1629.0,37.1,170,0,No Failure,2001-12-10 12:00:00,False,0,0,1,0,0,0,0,False
L47409,282.3,308.5,1538.0,32.2,173,0,No Failure,2001-12-10 13:00:00,False,0,0,1,0,0,0,0,False
L47410,298.3,308.6,1570.0,34.8,175,0,No Failure,2001-12-10 14:00:00,False,0,0,1,0,0,0,0,False
L47411,298.3,308.4,1408.0,43.1,177,0,No Failure,2001-12-10 15:00:00,False,0,0,1,0,0,0,0,False
L47412,298.2,308.4,1424.0,47.6,179,0,No Failure,2001-12-10 16:00:00,False,0,0,1,0,0,0,0,False
L47413,282.2,308.4,1512.0,34.9,181,0,No Failure,2001-12-10 17:00:00,False,0,0,1,0,0,0,0,False
L47414,298.2,308.4,1478.0,42.9,183,0,No Failure,2001-12-10 18:00:00,False,0,0,1,0,0,0,0,False
M15095,298.1,308.3,1680.0,33.7,185,0,No Failure,2001-12-10 19:00:00,False,0,0,1,0,0,0,0,False
L47416,298.1,308.3,1495.0,38.7,188,0,No Failure,2001-12-10 20:00:00,False,0,0,1,0,0,0,0,False
M15097,298.0,308.1,1552.0,36.6,190,0,No Failure,2001-12-10 21:00:00,False,0,0,1,0,0,0,0,False
L47418,297.9,308.1,1393.0,50.3,193,0,No Failure,2001-12-10 22:00:00,False,0,0,1,0,0,0,0,False
L47419,298.0,308.2,1611.0,30.6,195,0,No Failure,2001-12-10 23:00:00,False,0,0,1,0,0,0,0,False
M15100,298.0,308.1,1339.0,51.6,197,0,No Failure,2001-12-11 00:00:00,False,0,0,1,0,0,0,0,False
L47421,282.0,308.1,1777.0,24.3,200,0,No Failure,2001-12-11 01:00:00,False,0,0,1,0,0,0,0,False
L47422,298.0,308.2,1348.0,58.8,202,1,Overstrain Failure,2001-12-11 02:00:00,False,0,0,0,1,0,0,0,False
L47423,298.0,308.2,1442.0,44.1,204,0,No Failure,2001-12-11 03:00:00,False,0,0,1,0,0,0,0,False
M15104,298.0,308.2,1395.0,49.1,206,0,No Failure,2001-12-11 04:00:00,False,0,0,1,0,0,0,0,False
M15105,297.9,308.1,1627.0,31.4,209,0,No Failure,2001-12-11 05:00:00,False,0,0,1,0,0,0,0,False
L47426,297.9,308.1,1585.0,113.3,212,0,No Failure,2001-12-11 06:00:00,False,0,0,1,0,0,0,0,False
L47427,298.0,308.2,1469.0,45.5,214,0,No Failure,2001-12-11 07:00:00,False,0,0,1,0,0,0,0,False
L47428,298.0,308.3,1362.0,56.8,216,1,Overstrain Failure,2001-12-11 08:00:00,False,0,0,0,1,0,0,0,False
L47429,298.0,308.3,1405.0,56.2,218,1,Overstrain Failure,2001-12-11 09:00:00,False,0,0,0,1,0,0,0,False
L47430,298.0,308.3,1662.0,32.7,0,0,No Failure,2001-12-11 10:00:00,False,0,0,1,0,0,0,0,False
M15111,298.0,308.2,1466.0,42.6,2,0,No Failure,2001-12-11 11:00:00,False,0,0,1,0,0,0,0,False
L47432,298.0,308.2,1620.0,35.8,5,0,No Failure,2001-12-11 12:00:00,False,0,0,1,0,0,0,0,False
L47433,298.0,308.2,1357.0,48.2,7,0,No Failure,2001-12-11 13:00:00,False,0,0,1,0,0,0,0,False
L47434,298.0,308.2,1514.0,117.7,9,0,No Failure,2001-12-11 14:00:00,False,0,0,1,0,0,0,0,False
L47435,298.0,308.2,1489.0,40.4,11,0,No Failure,2001-12-11 15:00:00,False,0,0,1,0,0,0,0,False
L47436,298.1,308.3,1331.0,63.0,13,0,No Failure,2001-12-11 16:00:00,False,0,0,1,0,0,0,0,False
L47437,298.0,308.0,1615.0,109.3,15,0,No Failure,2001-12-11 17:00:00,False,0,0,1,0,0,0,0,False
L47438,298.1,308.2,1482.0,37.9,17,0,No Failure,2001-12-11 18:00:00,False,0,0,1,0,0,0,0,False
M15119,298.1,308.2,1420.0,63.9,19,1,Power Failure,2001-12-11 19:00:00,False,0,0,0,0,1,0,0,False
M15120,298.2,308.3,1522.0,49.1,22,0,No Failure,2001-12-11 20:00:00,False,0,0,1,0,0,0,0,False
L47441,298.1,308.2,1654.0,32.1,25,0,No Failure,2001-12-11 21:00:00,False,0,0,1,0,0,0,0,False
M15122,298.1,308.2,1736.0,26.8,27,0,No Failure,2001-12-11 22:00:00,False,0,0,1,0,0,0,0,False
M15123,298.0,308.1,1587.0,112.1,30,0,No Failure,2001-12-11 23:00:00,False,0,0,1,0,0,0,0,False
L47444,298.1,308.2,1390.0,47.5,33,0,No Failure,2001-12-12 00:00:00,False,0,0,1,0,0,0,0,False
L47445,298.0,308.1,1454.0,37.1,35,0,No Failure,2001-12-12 01:00:00,False,0,0,1,0,0,0,0,False
H29680,298.0,308.1,1440.0,43.7,37,0,No Failure,2001-12-12 02:00:00,False,0,0,1,0,0,0,0,False
L47447,297.9,308.0,1954.0,21.1,42,0,No Failure,2001-12-12 03:00:00,False,0,0,1,0,0,0,0,False
H29682,297.9,308.0,1800.0,24.8,44,0,No Failure,2001-12-12 04:00:00,False,0,0,1,0,0,0,0,False
L47449,298.0,308.0,1524.0,37.0,49,0,No Failure,2001-12-12 05:00:00,False,0,0,1,0,0,0,0,False
H29684,298.0,308.0,1520.0,39.6,51,0,No Failure,2001-12-12 06:00:00,False,0,0,1,0,0,0,0,False
M15131,298.1,308.1,1452.0,40.8,56,0,No Failure,2001-12-12 07:00:00,False,0,0,1,0,0,0,0,False
L47452,298.1,308.1,1484.0,40.4,59,0,No Failure,2001-12-12 08:00:00,False,0,0,1,0,0,0,0,False
L47453,298.1,308.0,1426.0,46.0,61,0,No Failure,2001-12-12 09:00:00,False,0,0,1,0,0,0,0,False
L47454,298.1,308.0,1652.0,28.5,63,0,No Failure,2001-12-12 10:00:00,False,0,0,1,0,0,0,0,False
L47455,298.0,308.0,1401.0,134.5,65,0,No Failure,2001-12-12 11:00:00,False,0,0,1,0,0,0,0,False
M15136,298.0,307.9,1750.0,26.6,67,0,No Failure,2001-12-12 12:00:00,False,0,0,1,0,0,0,0,False
H29691,298.0,308.0,1479.0,50.7,70,0,No Failure,2001-12-12 13:00:00,False,0,0,1,0,0,0,0,False
M15138,298.0,308.0,1620.0,29.4,75,0,No Failure,2001-12-12 14:00:00,False,0,0,1,0,0,0,0,False
L47459,298.0,308.1,1819.0,23.4,78,0,No Failure,2011-12-12 15:00:00,True,0,0,1,0,0,0,0,False
M15140,298.1,308.1,1456.0,43.7,80,0,No Failure,2001-12-12 16:00:00,False,0,0,1,0,0,0,0,False
L47461,298.1,308.0,1626.0,36.5,83,0,No Failure,2001-12-12 17:00:00,False,0,0,1,0,0,0,0,False
M15142,298.1,308.1,1390.0,49.8,85,0,No Failure,2001-12-12 18:00:00,False,0,0,1,0,0,0,0,False
L47463,298.2,308.2,1469.0,43.0,88,0,No Failure,2001-12-12 19:00:00,False,0,0,1,0,0,0,0,False
L47464,298.2,308.3,2051.0,19.2,90,0,No Failure,2001-12-12 20:00:00,False,0,0,1,0,0,0,0,False
L47465,298.2,308.3,1568.0,36.0,92,0,No Failure,2001-12-12 21:00:00,False,0,0,1,0,0,0,0,False
L47466,298.2,308.3,1589.0,33.2,94,0,No Failure,2001-12-12 22:00:00,False,0,0,1,0,0,0,0,False
L47467,298.2,308.3,1805.0,31.6,96,0,No Failure,2001-12-12 23:00:00,False,0,0,1,0,0,0,0,False
H29702,298.2,308.4,1385.0,122.0,98,0,No Failure,2001-12-13 00:00:00,False,0,0,1,0,0,0,0,False
L47469,298.1,308.4,1436.0,46.7,103,0,No Failure,2001-12-13 01:00:00,False,0,0,1,0,0,0,0,False
L47470,298.1,308.4,1438.0,125.4,105,0,No Failure,2001-12-13 02:00:00,False,0,0,1,0,0,0,0,False
L47471,298.0,308.3,1473.0,42.6,107,0,No Failure,2001-12-13 03:00:00,False,0,0,1,0,0,0,0,False
L47472,298.1,308.4,1335.0,40.2,109,0,No Failure,2001-12-13 04:00:00,False,0,0,1,0,0,0,0,False
H29707,298.1,308.5,1392.0,44.8,111,0,No Failure,2001-12-13 05:00:00,False,0,0,1,0,0,0,0,False
M15154,298.1,308.5,1372.0,51.1,116,0,No Failure,2001-12-13 06:00:00,False,0,0,1,0,0,0,0,False
M15155,298.1,308.6,1716.0,30.7,119,0,No Failure,2001-12-13 07:00:00,False,0,0,1,0,0,0,0,False
L47476,298.0,308.5,1395.0,46.2,122,0,No Failure,2001-12-13 08:00:00,False,0,0,1,0,0,0,0,False
L47477,298.0,308.5,1713.0,25.3,124,0,No Failure,2001-12-13 09:00:00,False,0,0,1,0,0,0,0,False
H29712,297.9,308.5,2129.0,18.7,126,0,No Failure,2001-12-13 10:00:00,False,0,0,1,0,0,0,0,False
M15159,297.8,308.3,1567.0,35.6,131,0,No Failure,2001-12-13 11:00:00,False,0,0,1,0,0,0,0,False
L47480,297.8,308.4,1622.0,38.3,134,0,No Failure,2001-12-13 12:00:00,False,0,0,1,0,0,0,0,False
L47481,297.7,308.4,1740.0,27.1,136,0,No Failure,2001-12-13 13:00:00,False,0,0,1,0,0,0,0,False
H29716,297.8,308.4,1512.0,35.1,138,0,No Failure,2001-12-13 14:00:00,False,0,0,1,0,0,0,0,False
M15163,297.8,308.4,1479.0,43.5,143,0,No Failure,2001-12-13 15:00:00,False,0,0,1,0,0,0,0,False
L47484,297.8,308.4,1737.0,27.5,146,0,No Failure,2001-12-13 16:00:00,False,0,0,1,0,0,0,0,False
L47485,297.8,308.4,2129.0,19.2,148,0,No Failure,2001-12-13 17:00:00,False,0,0,1,0,0,0,0,False
L47486,281.8,308.4,1374.0,47.1,150,0,No Failure,2001-12-13 18:00:00,False,0,0,1,0,0,0,0,False
M15167,297.8,308.4,1579.0,36.6,152,0,No Failure,2001-12-13 19:00:00,False,0,0,1,0,0,0,0,False
L47488,297.9,308.5,1305.0,47.2,155,0,No Failure,2001-12-13 20:00:00,False,0,0,1,0,0,0,0,False
M15169,297.9,308.5,1449.0,40.8,157,0,No Failure,2001-12-13 21:00:00,False,0,0,1,0,0,0,0,False
H29724,298.0,308.6,,41.8,160,0,No Failure,2001-12-13 22:00:00,False,0,0,1,0,0,0,0,True
M15171,298.0,308.6,1453.0,44.1,165,0,No Failure,2001-12-13 23:00:00,False,0,0,1,0,0,0,0,False
L47492,297.9,308.6,1468.0,36.0,168,0,No Failure,2001-12-14 00:00:00,False,0,0,1,0,0,0,0,False
L47493,298.0,308.6,1313.0,50.8,170,0,No Failure,2001-12-14 01:00:00,False,0,0,1,0,0,0,0,False
M15174,297.9,308.5,1300.0,53.0,172,0,No Failure,2001-12-14 02:00:00,False,0,0,1,0,0,0,0,False
L47495,297.9,308.4,1646.0,40.6,175,0,No Failure,2001-12-14 03:00:00,False,0,0,1,0,0,0,0,False
L47496,297.8,308.4,1714.0,33.2,177,0,No Failure,2001-12-14 04:00:00,False,0,0,1,0,0,0,0,False
L47497,297.8,308.4,1685.0,28.4,179,0,No Failure,2001-12-14 05:00:00,False,0,0,1,0,0,0,0,False
L47498,297.8,308.4,1512.0,119.7,181,0,No Failure,2001-12-14 06:00:00,False,0,0,1,0,0,0,0,False
L47499,297.8,308.4,1612.0,32.1,183,0,No Failure,2001-12-14 07:00:00,False,0,0,1,0,0,0,0,False
H29734,297.8,308.4,1550.0,38.2,185,0,No Failure,2001-12-14 08:00:00,False,0,0,1,0,0,0,0,False
L47501,297.8,308.4,1518.0,32.5,190,0,No Failure,2001-12-14 09:00:00,False,0,0,1,0,0,0,0,False
L47502,297.8,308.5,1448.0,40.0,192,0,No Failure,2001-12-14 10:00:00,False,0,0,1,0,0,0,0,False
L47503,281.8,308.5,1561.0,46.3,194,0,No Failure,2001-12-14 11:00:00,False,0,0,1,0,0,0,0,False
M15184,297.8,308.5,1488.0,41.9,196,0,No Failure,2001-12-14 12:00:00,False,0,0,1,0,0,0,0,False
L47505,297.8,308.5,1699.0,27.8,199,0,No Failure,2001-12-14 13:00:00,False,0,0,1,0,0,0,0,False
L47506,297.7,308.5,1501.0,41.4,201,0,No Failure,2001-12-14 14:00:00,False,0,0,1,0,0,0,0,False
L47507,297.7,308.5,1373.0,56.7,203,1,Overstrain Failure,2001-12-14 15:00:00,False,0,0,0,1,0,0,0,False
H29742,297.6,308.4,1703.0,31.4,205,0,No Failure,2001-12-14 16:00:00,False,0,0,1,0,0,0,0,False
H29743,297.7,308.5,1720.0,29.9,210,0,Error,2001-12-14 17:00:00,False,1,0,0,0,0,0,0,False
M15190,297.6,308.4,1398.0,41.9,215,0,No Failure,2001-12-14 18:00:00,False,0,0,1,0,0,0,0,False
M15191,297.6,308.4,1391.0,51.9,218,0,No Failure,2001-12-14 19:00:00,False,0,0,1,0,0,0,0,False
M15192,297.6,308.3,1538.0,40.2,0,0,No Failure,2001-12-14 20:00:00,False,0,0,1,0,0,0,0,False
L47513,297.5,308.2,1647.0,31.3,3,0,No Failure,2001-12-14 21:00:00,False,0,0,1,0,0,0,0,False
M15194,297.5,308.1,1469.0,44.8,5,0,No Failure,2001-12-14 22:00:00,False,0,0,1,0,0,0,0,False
L47515,297.4,308.1,1749.0,25.9,8,0,No Failure,2001-12-14 23:00:00,False,0,0,1,0,0,0,0,False
M15196,297.6,308.2,1995.0,20.5,10,0,No Failure,2001-12-15 00:00:00,False,0,0,1,0,0,0,0,False
L47517,297.6,308.3,1742.0,27.7,13,0,No Failure,2001-12-15 01:00:00,False,0,0,1,0,0,0,0,False
L47518,297.5,308.2,1563.0,38.2,15,0,No Failure,2001-12-15 02:00:00,False,0,0,1,0,0,0,0,False
M15199,297.5,308.2,1713.0,32.2,17,0,No Failure,2001-12-15 03:00:00,False,0,0,1,0,0,0,0,False
L47520,281.4,308.1,1474.0,39.4,20,0,No Failure,2001-12-15 04:00:00,False,0,0,1,0,0,0,0,False
M15201,297.4,308.2,1530.0,32.6,22,0,No Failure,2001-12-15 05:00:00,False,0,0,1,0,0,0,0,False
L47522,297.4,308.2,1471.0,46.5,25,0,No Failure,2001-12-15 06:00:00,False,0,0,1,0,0,0,0,False
L47523,297.5,308.3,1388.0,128.4,27,0,No Failure,2001-12-15 07:00:00,False,0,0,1,0,0,0,0,False
M15204,297.5,308.2,2448.0,13.8,29,0,No Failure,2001-12-15 08:00:00,False,0,0,1,0,0,0,0,False
L47525,297.5,308.3,1585.0,32.9,32,0,No Failure,2001-12-15 09:00:00,False,0,0,1,0,0,0,0,False
M15206,297.5,308.3,1459.0,45.2,34,0,No Failure,2001-12-15 10:00:00,False,0,0,1,0,0,0,0,False
L47527,297.5,308.3,1544.0,40.8,37,0,No Failure,2001-12-15 11:00:00,False,0,0,1,0,0,0,0,False
L47528,297.6,308.3,1617.0,31.7,39,0,No Failure,2001-12-15 12:00:00,False,0,0,1,0,0,0,0,False
L47529,297.6,308.3,1595.0,34.3,41,0,No Failure,2001-12-15 13:00:00,False,0,0,1,0,0,0,0,False
H29764,297.6,308.3,1400.0,44.3,43,0,No Failure,2001-12-15 14:00:00,False,0,0,1,0,0,0,0,False
M15211,297.6,308.4,1611.0,31.0,48,0,No Failure,2001-12-15 15:00:00,False,0,0,1,0,0,0,0,False
M15212,297.6,308.4,1507.0,46.0,51,0,No Failure,2001-12-15 16:00:00,False,0,0,1,0,0,0,0,False
H29767,297.5,308.3,1674.0,30.0,54,0,No Failure,2001-12-15 17:00:00,False,0,0,1,0,0,0,0,False
L47534,297.6,308.3,1658.0,34.3,59,0,No Failure,2001-12-15 18:00:00,False,0,0,1,0,0,0,0,False
L47535,297.6,308.3,1623.0,36.9,61,0,No Failure,2001-12-15 19:00:00,False,0,0,1,0,0,0,0,False
M15216,297.6,308.4,1398.0,128.7,63,0,No Failure,2001-12-15 20:00:00,False,0,0,1,0,0,0,0,False
L47537,297.6,308.4,1517.0,34.2,66,0,No Failure,2001-12-15 21:00:00,False,0,0,1,0,0,0,0,False
M15218,297.6,308.3,1467.0,36.7,68,0,No Failure,2001-12-15 22:00:00,False,0,0,1,0,0,0,0,False
M15219,297.6,308.3,1567.0,34.6,71,0,No Failure,2001-12-15 23:00:00,False,0,0,1,0,0,0,0,False
M15220,297.5,308.3,1521.0,38.2,74,0,No Failure,2001-12-16 00:00:00,False,0,0,1,0,0,0,0,False
L47541,297.5,308.3,1596.0,36.8,77,0,No Failure,2001-12-16 01:00:00,False,0,0,1,0,0,0,0,False
H29776,297.6,308.3,1640.0,30.9,79,0,No Failure,2001-12-16 02:00:00,False,0,0,1,0,0,0,0,False
L47543,297.6,308.3,1438.0,47.8,84,0,No Failure,2001-12-16 03:00:00,False,0,0,1,0,0,0,0,False
L47544,297.6,308.4,1407.0,55.2,86,0,No Failure,2001-12-16 04:00:00,False,0,0,1,0,0,0,0,False
L47545,297.6,308.4,1353.0,137.3,88,0,No Failure,2001-12-16 05:00:00,False,0,0,1,0,0,0,0,False
M15226,297.6,308.5,1552.0,40.9,90,0,No Failure,2001-12-16 06:00:00,False,0,0,1,0,0,0,0,False
M15227,297.6,308.4,1569.0,38.3,93,0,No Failure,2001-12-16 07:00:00,False,0,0,1,0,0,0,0,False
L47548,297.5,308.4,1489.0,39.5,96,0,No Failure,2001-12-16 08:00:00,False,0,0,1,0,0,0,0,False
H29783,281.5,308.4,1587.0,36.1,98,0,No Failure,2001-12-16 09:00:00,False,0,0,1,0,0,0,0,False
M15230,297.5,308.3,1622.0,37.2,103,0,No Failure,2001-12-16 10:00:00,False,0,0,1,0,0,0,0,False
L47551,297.5,308.4,1604.0,38.1,106,0,No Failure,2001-12-16 11:00:00,False,0,0,1,0,0,0,0,False
M15232,297.4,308.3,1405.0,51.7,108,0,No Failure,2001-12-16 12:00:00,False,0,0,1,0,0,0,0,False
L47553,297.4,308.3,1412.0,42.0,111,0,No Failure,2001-12-16 13:00:00,False,0,0,1,0,0,0,0,False
L47554,297.4,308.3,1431.0,43.0,113,0,No Failure,2001-12-16 14:00:00,False,0,0,1,0,0,0,0,False
L47555,297.4,308.2,1533.0,37.4,115,0,No Failure,2001-12-16 15:00:00,False,0,0,1,0,0,0,0,False
M15236,297.4,308.2,1401.0,131.7,117,0,No Failure,2001-12-16 16:00:00,False,0,0,1,0,0,0,0,False
M15237,297.4,308.2,1424.0,53.9,120,0,No Failure,2001-12-16 17:00:00,False,0,0,1,0,0,0,0,False
L47558,297.3,308.2,1754.0,29.4,123,0,No Failure,2001-12-16 18:00:00,False,0,0,1,0,0,0,0,False
L47559,281.3,308.2,1754.0,106.6,125,0,No Failure,2001-12-16 19:00:00,False,0,0,1,0,0,0,0,False
L47560,297.5,308.3,2564.0,12.8,127,1,Power Failure,2001-12-16 20:00:00,False,0,0,0,0,1,0,0,False
L47561,297.5,308.5,1546.0,40.4,129,0,No Failure,2001-12-16 21:00:00,False,0,0,1,0,0,0,0,False
L47562,297.5,308.5,1335.0,48.0,131,0,No Failure,2001-12-16 22:00:00,False,0,0,1,0,0,0,0,False
M15243,297.5,308.6,1842.0,106.8,133,0,No Failure,2001-12-16 23:00:00,False,0,0,1,0,0,0,0,False
L47564,297.5,308.5,1712.0,26.8,136,0,No Failure,2001-12-17 00:00:00,False,0,0,1,0,0,0,0,False
M15245,297.6,308.6,1414.0,45.4,138,0,No Failure,2001-12-17 01:00:00,False,0,0,1,0,0,0,0,False
L47566,297.6,308.7,1319.0,50.9,141,0,No Failure,2001-12-17 02:00:00,False,0,0,1,0,0,0,0,False
L47567,297.7,308.7,1249.0,60.4,143,0,No Failure,2001-12-17 03:00:00,False,0,0,1,0,0,0,0,False
L47568,297.6,308.7,1455.0,48.2,145,0,No Failure,2001-12-17 04:00:00,False,0,0,1,0,0,0,0,False
M15249,297.6,308.7,1408.0,54.8,147,0,No Failure,2001-12-17 05:00:00,False,0,0,1,0,0,0,0,False
L47570,297.6,308.7,1460.0,46.7,150,0,No Failure,2001-12-17 06:00:00,False,0,0,1,0,0,0,0,False
L47571,297.6,308.6,1491.0,38.1,152,0,No Failure,2001-12-17 07:00:00,False,0,0,1,0,0,0,0,False
M15252,297.6,308.5,1490.0,43.4,154,0,No Failure,2001-12-17 08:00:00,False,0,0,1,0,0,0,0,False
M15253,297.5,308.4,1350.0,52.2,157,0,No Failure,2001-12-17 09:00:00,False,0,0,1,0,0,0,0,False
L47574,297.5,308.4,1528.0,39.9,160,0,No Failure,2001-12-17 10:00:00,False,0,0,1,0,0,0,0,False
L47575,297.4,308.3,1571.0,37.7,162,0,No Failure,2001-12-17 11:00:00,False,0,0,1,0,0,0,0,False
L47576,297.4,308.3,1490.0,42.6,164,0,No Failure,2001-12-17 12:00:00,False,0,0,1,0,0,0,0,False
M15257,297.4,308.3,1774.0,28.9,166,0,No Failure,2001-12-17 13:00:00,False,0,0,1,0,0,0,0,False
H29812,281.4,308.3,1502.0,43.6,169,0,No Failure,2001-12-17 14:00:00,False,0,0,1,0,0,0,0,False
L47579,297.4,308.4,1392.0,49.7,174,0,No Failure,2001-12-17 15:00:00,False,0,0,1,0,0,0,0,False
L47580,297.4,308.5,2100.0,16.9,176,0,No Failure,2001-12-17 16:00:00,False,0,0,1,0,0,0,0,False
L47581,297.5,308.5,1722.0,30.4,178,0,No Failure,2001-12-17 17:00:00,False,0,0,1,0,0,0,0,False
L47582,297.4,308.6,1678.0,32.3,180,0,No Failure,2001-12-17 18:00:00,False,0,0,1,0,0,0,0,False
L47583,297.3,308.6,1273.0,59.8,182,0,No Failure,2001-12-17 19:00:00,False,0,0,1,0,0,0,0,False
L47584,297.3,308.6,1297.0,45.9,184,0,No Failure,2001-12-17 20:00:00,False,0,0,1,0,0,0,0,False
L47585,297.3,308.5,1350.0,57.6,186,0,No Failure,2001-12-17 21:00:00,False,0,0,1,0,0,0,0,False
L47586,297.4,308.6,1439.0,131.7,188,0,No Failure,2001-12-17 22:00:00,False,0,0,1,0,0,0,0,False
M15267,297.4,308.5,1600.0,42.1,190,0,No Failure,2001-12-17 23:00:00,False,0,0,1,0,0,0,0,False
M15268,297.4,308.6,1434.0,44.4,193,0,No Failure,2001-12-18 00:00:00,False,0,0,1,0,0,0,0,False
L47589,297.4,308.6,1459.0,41.3,196,0,No Failure,2001-12-18 01:00:00,False,0,0,1,0,0,0,0,False
M15270,297.5,308.6,1472.0,44.9,198,0,No Failure,2001-12-18 02:00:00,False,0,0,1,0,0,0,0,False
L47591,297.5,308.7,1429.0,44.3,201,0,No Failure,2001-12-18 03:00:00,False,0,0,1,0,0,0,0,False
L47592,297.5,308.6,1388.0,48.2,203,0,No Failure,2001-12-18 04:00:00,False,0,0,1,0,0,0,0,False
L47593,297.4,308.4,1573.0,34.5,205,0,No Failure,2001-12-18 05:00:00,False,0,0,1,0,0,0,0,False
L47594,297.4,308.4,1588.0,32.5,207,0,No Failure,2001-12-18 06:00:00,False,0,0,1,0,0,0,0,False
L47595,297.5,308.4,1511.0,42.8,209,0,No Failure,2001-12-18 07:00:00,False,0,0,1,0,0,0,0,False
L47596,297.4,308.5,1495.0,37.8,211,0,No Failure,2001-12-18 08:00:00,False,0,0,1,0,0,0,0,False
L47597,297.4,308.4,1394.0,50.1,213,0,No Failure,2001-12-18 09:00:00,False,0,0,1,0,0,0,0,False
L47598,297.4,308.4,2151.0,17.7,0,0,No Failure,2001-12-18 10:00:00,False,0,0,1,0,0,0,0,False
M15279,297.3,308.3,1501.0,38.2,2,0,No Failure,2011-12-18 11:00:00,True,0,0,1,0,0,0,0,False
M15280,297.3,308.3,1301.0,39.6,5,0,No Failure,2001-12-18 12:00:00,False,0,0,1,0,0,0,0,False
M15281,297.3,308.3,1657.0,31.1,8,0,No Failure,2001-12-18 13:00:00,False,0,0,1,0,0,0,0,False
L47602,297.3,308.3,,55.2,11,0,No Failure,2001-12-18 14:00:00,False,0,0,1,0,0,0,0,True
L47603,297.3,308.3,1484.0,43.9,13,0,No Failure,2001-12-18 15:00:00,False,0,0,1,0,0,0,0,False
L47604,297.3,308.4,1430.0,45.7,15,0,No Failure,2001-12-18 16:00:00,False,0,0,1,0,0,0,0,False
M15285,281.3,308.4,1665.0,28.9,17,0,No Failure,2001-12-18 17:00:00,False,0,0,1,0,0,0,0,False
L47606,297.4,308.5,1501.0,44.9,20,0,No Failure,2001-12-18 18:00:00,False,0,0,1,0,0,0,0,False
M15287,297.5,308.5,1496.0,42.2,22,0,No Failure,2001-12-18 19:00:00,False,0,0,1,0,0,0,0,False
M15288,297.6,308.6,1595.0,36.9,25,0,No Failure,2001-12-18 20:00:00,False,0,0,1,0,0,0,0,False
L47609,297.5,308.6,1208.0,62.3,28,0,No Failure,2001-12-18 21:00:00,False,0,0,1,0,0,0,0,False
L47610,297.5,308.6,1596.0,37.1,30,0,No Failure,2001-12-18 22:00:00,False,0,0,1,0,0,0,0,False
L47611,297.5,308.5,1446.0,41.9,32,0,No Failure,2001-12-18 23:00:00,False,0,0,1,0,0,0,0,False
M15292,297.6,308.5,1466.0,119.5,34,0,No Failure,2001-12-19 00:00:00,False,0,0,1,0,0,0,0,False
M15293,297.6,308.5,1848.0,23.7,37,0,No Failure,2001-12-19 01:00:00,False,0,0,1,0,0,0,0,False
M15294,297.5,308.5,1484.0,44.7,40,0,No Failure,2001-12-19 02:00:00,False,0,0,1,0,0,0,0,False
L47615,297.4,308.3,1493.0,41.2,43,0,No Failure,2001-12-19 03:00:00,False,0,0,1,0,0,0,0,False
L47616,297.3,308.3,1504.0,36.3,45,0,No Failure,2001-12-19 04:00:00,False,0,0,1,0,0,0,0,False
L47617,297.3,308.3,1538.0,38.5,47,0,No Failure,2001-12-19 05:00:00,False,0,0,1,0,0,0,0,False
L47618,297.4,308.4,1341.0,52.2,49,0,No Failure,2001-12-19 06:00:00,False,0,0,1,0,0,0,0,False
M15299,297.4,308.3,1535.0,34.6,51,0,No Failure,2001-12-19 07:00:00,False,0,0,1,0,0,0,0,False
L47620,297.4,308.5,1389.0,39.2,54,0,No Failure,2001-12-19 08:00:00,False,0,0,1,0,0,0,0,False
H29855,297.5,308.5,1393.0,46.6,56,0,No Failure,2001-12-19 09:00:00,False,0,0,1,0,0,0,0,False
L47622,297.4,308.5,1399.0,61.5,61,1,Power Failure,2001-12-19 10:00:00,False,0,0,0,0,1,0,0,False
H29857,297.4,308.5,1469.0,45.1,63,0,No Failure,2001-12-19 11:00:00,False,0,0,1,0,0,0,0,False
L47624,297.4,308.4,1582.0,37.2,68,0,No Failure,2001-12-19 12:00:00,False,0,0,1,0,0,0,0,False
L47625,297.5,308.6,1793.0,26.7,70,0,No Failure,2001-12-19 13:00:00,False,0,0,1,0,0,0,0,False
L47626,297.5,308.6,1452.0,39.0,72,0,No Failure,2001-12-19 14:00:00,False,0,0,1,0,0,0,0,False
M15307,297.6,308.7,1376.0,59.9,74,0,No Failure,2001-12-19 15:00:00,False,0,0,1,0,0,0,0,False
L47628,297.5,308.6,1552.0,44.9,77,0,No Failure,2001-12-19 16:00:00,False,0,0,1,0,0,0,0,False
L47629,297.6,308.7,1622.0,37.9,79,0,No Failure,2001-12-19 17:00:00,False,0,0,1,0,0,0,0,False
M15310,297.6,308.7,1419.0,41.7,81,0,No Failure,2001-12-19 18:00:00,False,0,0,1,0,0,0,0,False
H29865,297.5,308.6,1440.0,125.9,84,0,No Failure,2001-12-19 19:00:00,False,0,0,1,0,0,0,0,False
